order_id,supplier_id,supplier_rating,distance_km,shipment_mode,weather_score,demand_volatility,inventory_level,order_quantity,risk_score,is_delayed
O5590,S10,4,1019,Sea,0.3046035520474679,0.6347437945717387,827,235,35,0
O5591,S30,1,1879,Air,0.7454723718342883,0.8612031662437982,379,456,97,1
O5592,S2,5,1397,Air,0.3457035211322803,0.560335926418205,477,117,34,1
O5593,S36,4,968,Road,0.27359939566627056,0.11576227967324693,212,67,20,0
O5594,S46,4,321,Sea,0.8546595240793334,0.6149030829261354,257,277,53,1
O5595,S16,3,371,Sea,0.04972199014762324,0.18088309773397027,661,314,19,0
O5596,S10,4,1232,Road,0.3119930059183783,0.4114075299068435,870,317,33,0
O5597,S2,5,724,Sea,0.6643624414357907,0.5413443072410941,868,377,30,0
O5598,S39,4,1706,Road,0.377032390135871,0.7810947571991492,401,71,41,1
O5599,S39,4,1506,Road,0.5422058094699067,0.18371054423523292,319,485,49,1
O5600,S29,4,1058,Road,0.16550401818867988,0.8209554470750674,969,284,31,0
O5601,S45,3,1605,Air,0.6270951482458366,0.8750693320300154,520,487,65,1
O5602,S25,3,1089,Sea,0.35581536214133636,0.9499621524650572,470,89,47,1
O5603,S12,5,1077,Road,0.35660548727371466,0.8741527232907259,771,127,33,0
O5604,S30,1,1773,Road,0.6700894341402454,0.35121518020155507,62,171,74,1
O5605,S8,5,450,Road,0.7977654960648969,0.3069160370446977,804,198,23,0
O5606,S18,3,76,Road,0.4804371684279761,0.9698369233575846,955,269,37,1
O5607,S13,4,692,Sea,0.38693280444364453,0.39171492608037317,802,252,24,0
O5608,S33,2,1914,Sea,0.17806470054689216,0.4883373876460134,100,95,49,1
O5609,S24,3,898,Road,0.9649829621331366,0.6756593941725648,338,422,64,1
O5610,S37,3,175,Air,0.2686659811678678,0.19911155505290445,270,259,18,0
O5611,S28,3,1827,Sea,0.7343206377635357,0.40558748979922277,96,444,66,1
O5612,S21,4,1390,Sea,0.7173389537254082,0.7398192011727271,332,108,52,1
O5613,S3,4,709,Sea,0.3790876851792305,0.11733555750029989,966,484,19,0
O5614,S26,4,820,Road,0.605816638395177,0.19272246850977937,81,361,43,1
O5615,S50,3,441,Air,0.43636279640833453,0.7974121326746144,525,260,33,0
O5616,S5,3,262,Road,0.5883907463479936,0.01947146667207067,483,176,22,0
O5617,S11,1,177,Road,0.03409303453484358,0.6398662353986532,72,178,52,1
O5618,S8,5,1595,Road,0.6611359934198501,0.06323591130971828,455,251,31,0
O5619,S31,4,1246,Sea,0.665877228672711,0.9609057877339202,65,499,70,1
O5620,S22,2,1821,Sea,0.5361175407784488,0.5626517692156408,98,327,73,1
O5621,S44,5,1420,Air,0.9404919537345622,0.1555451285857551,205,426,66,1
O5622,S24,3,1475,Road,0.002453822016450502,0.5570974464980708,364,61,35,0
O5623,S48,3,1938,Road,0.8335563447361168,0.5317055363843156,809,494,51,1
O5624,S8,5,532,Sea,0.7309234255642185,0.7156071369214515,912,120,34,0
O5625,S20,3,1757,Sea,0.06982044946513133,0.13488216856438362,429,255,33,0
O5626,S26,4,931,Road,0.02954780634877019,0.9527962660367032,846,216,30,0
O5627,S13,4,1383,Road,0.8986766574265816,0.28225008337092783,732,423,43,1
O5628,S12,5,896,Road,0.45739467074999496,0.7171262258408994,860,308,32,0
O5629,S25,3,931,Road,0.7851856456163281,0.3512323428033879,42,372,55,1
O5630,S27,3,1950,Sea,0.7106761058016673,0.37084337896586683,530,267,50,1
O5631,S43,1,650,Sea,0.570845320023393,0.274845076476947,39,380,61,1
O5632,S5,3,1873,Sea,0.9770908905211715,0.2316084448239295,775,234,53,1
O5633,S35,5,1942,Sea,0.3557678368439319,0.41307971916681163,843,74,37,0
O5634,S49,3,1967,Road,0.8580235338317492,0.004377121783222915,725,380,42,0
O5635,S39,4,1067,Road,0.26831959503194813,0.09565096638133319,996,129,20,0
O5636,S28,3,657,Air,0.32174904095548407,0.3605522049598525,86,414,37,0
O5637,S15,3,1907,Sea,0.18371673713535364,0.07528595662740334,724,357,35,0
O5638,S18,3,1358,Air,0.0016654515849902074,0.7684751389492523,705,450,38,1
O5639,S19,3,1805,Air,0.19090861832374195,0.7607671401029359,653,180,42,0
O5640,S28,3,1381,Air,0.3249877873735887,0.6323720214031249,458,340,42,1
O5641,S7,2,505,Air,0.0015716783384976951,0.6230097164535069,496,277,28,0
O5642,S11,1,1278,Road,0.5857552456489866,0.18177936677603623,306,192,54,1
O5643,S4,4,1693,Road,0.88443589433553,0.8785639556611736,677,54,53,1
O5644,S36,4,901,Sea,0.19839085168695403,0.9870884664138507,916,89,39,0
O5645,S48,3,177,Road,0.03992243585900124,0.008904298356370854,96,162,25,0
O5646,S29,4,982,Road,0.22398652920528128,0.06567328478762291,409,376,18,0
O5647,S49,3,1798,Road,0.3657646045325821,0.18565970535808196,439,114,35,0
O5648,S41,2,919,Road,0.41505935130047755,0.8411830684601095,868,59,48,1
O5649,S27,3,1953,Road,0.5277288882619657,0.9622885197271844,734,245,52,1
O5650,S47,3,431,Sea,0.5296751723277974,0.3676268509120032,652,74,32,0
O5651,S30,1,810,Road,0.7781440654219235,0.4305968229743822,106,417,71,1
O5652,S18,3,1123,Air,0.7766853015256187,0.6819003215166978,100,379,72,1
O5653,S25,3,1086,Road,0.3426571124163309,0.9373382571943474,836,155,41,1
O5654,S4,4,1723,Air,0.14854121703498024,0.9379662368867501,659,123,39,0
O5655,S40,3,379,Sea,0.9787796422160636,0.35213135642879356,417,276,40,1
O5656,S19,3,842,Road,0.12615625149017096,0.9904384961085166,378,232,38,0
O5657,S17,3,548,Sea,0.5199332854961501,0.08203226668588026,90,51,26,0
O5658,S28,3,1386,Sea,0.08011156919404716,0.08794328594223977,480,485,48,1
O5659,S17,3,1824,Sea,0.24110864840169532,0.9225165236753914,341,379,66,1
O5660,S18,3,1928,Road,0.6388115709050203,0.9024328854297584,212,113,54,1
O5661,S48,3,1593,Sea,0.5965327825185975,0.8055418725436808,718,358,56,1
O5662,S11,1,922,Road,0.9347926898051636,0.7587665859708217,390,99,65,1
O5663,S41,2,262,Air,0.9448039139745776,0.746673728712099,858,89,61,1
O5664,S40,3,741,Air,0.268161237817624,0.5372980397835276,172,339,40,0
O5665,S33,2,1474,Road,0.949967287582397,0.5655695785168339,943,145,61,1
O5666,S8,5,724,Road,0.20822935495464312,0.12324471388530867,677,203,8,0
O5667,S16,3,1394,Air,0.8179007845378093,0.634937201070847,997,339,64,1
O5668,S31,4,238,Sea,0.9059938062288687,0.30681713802510824,522,240,33,0
O5669,S17,3,1472,Road,0.29415219152843797,0.12014689562291903,920,76,33,0
O5670,S33,2,1047,Air,0.08201106854032314,0.0919569679211657,57,319,43,1
O5671,S1,3,976,Road,0.7541214169688167,0.40566676697576,143,483,55,1
O5672,S39,4,1245,Sea,0.3286966373841973,0.41694366836047725,111,472,54,1
O5673,S7,2,1858,Road,0.12640836170265968,0.32160762513393826,549,244,40,1
O5674,S8,5,315,Road,0.31990405974222835,0.8715626537466039,995,72,24,0
O5675,S14,3,1228,Road,0.5100616713439897,0.661682796601574,813,311,47,1
O5676,S26,4,284,Air,0.9923158603865139,0.6746980339445142,267,284,63,1
O5677,S14,3,510,Sea,0.28275389771780934,0.6358780372494839,644,377,32,0
O5678,S5,3,1553,Sea,0.5065933719227818,0.5638469263600283,685,293,50,1
O5679,S37,3,86,Road,0.8782035744997797,0.5390528637751835,26,432,52,1
O5680,S42,3,1638,Road,0.12547097929782547,0.7708132601901083,673,492,41,1
O5681,S5,3,1203,Road,0.6286560217622582,0.31635781600736823,562,439,43,1
O5682,S13,4,527,Sea,0.7803072614369021,0.6339789869224158,949,414,37,0
O5683,S46,4,1687,Road,0.5376386041997508,0.643578185615067,655,449,42,1
O5684,S17,3,1551,Road,0.36825024233090853,0.035769545631553545,214,75,33,0
O5685,S27,3,1331,Air,0.42303742199342986,0.08891774426952881,320,184,35,0
O5686,S45,3,1056,Air,0.1282695107809788,0.24299067769612948,740,183,24,0
O5687,S30,1,610,Road,0.537667354826689,0.28054131500499624,216,463,55,1
O5688,S17,3,1160,Road,0.6880323137559992,0.9433985231671267,293,371,63,1
O5689,S49,3,1933,Air,0.27317337348086557,0.5442724386335249,169,460,55,1
O5690,S23,3,1735,Sea,0.8531663740701619,0.7394344568662833,180,125,60,1
O5691,S4,4,1116,Sea,0.11879105011962121,0.08769660901532406,485,229,21,0
O5692,S46,4,1706,Air,0.21132524260499486,0.21772243956630544,554,329,28,0
O5693,S46,4,862,Air,0.14309013189338748,0.5379269775768282,727,487,25,0
O5694,S45,3,412,Air,0.9843219236854399,0.263159412543327,745,127,46,1
O5695,S10,4,1646,Sea,0.4577687422776501,0.8388654794084006,641,316,49,1
O5696,S24,3,1690,Sea,0.6796122404868029,0.2374184045529737,76,310,62,1
O5697,S8,5,1625,Road,0.5100039502698667,0.8738759549854942,22,104,58,1
O5698,S31,4,1195,Road,0.0035033267520492295,0.19382185596631052,847,305,16,0
O5699,S38,2,1313,Road,0.8062048290194207,0.5726622062557958,440,314,58,1
O5700,S35,5,836,Sea,0.6368086971380829,0.7380663306321349,293,497,56,1
O5701,S32,3,1718,Road,0.8885924150662563,0.7506494999596699,115,57,56,1
O5702,S40,3,97,Sea,0.35341196414772136,0.8943574841679911,514,332,38,0
O5703,S10,4,238,Sea,0.7819790233304362,0.08241689557096821,494,494,27,0
O5704,S20,3,1131,Road,0.0018942105787979058,0.7016756083268596,438,292,30,0
O5705,S1,3,1257,Sea,0.36042766919477176,0.30568413119176086,759,110,42,0
O5706,S27,3,1188,Road,0.9933318768929181,0.9318955157809268,306,219,54,1
O5707,S12,5,782,Air,0.26485250658484116,0.8147607442441883,532,476,22,0
O5708,S33,2,1603,Road,0.12078125918123184,0.9751378273680802,184,308,67,1
O5709,S29,4,1900,Sea,0.31071901976899585,0.16048857437491415,889,84,34,0
O5710,S41,2,914,Road,0.7251778963411813,0.36418157326359,809,105,46,0
O5711,S45,3,1846,Air,0.22943372175490118,0.8953151411858392,723,159,45,1
O5712,S41,2,305,Road,0.2959598657088055,0.3626025793272776,286,277,29,0
O5713,S45,3,658,Air,0.20505176244101753,0.25844247293603106,975,178,18,0
O5714,S50,3,1828,Sea,0.9358024769216223,0.9863517368684707,905,290,66,1
O5715,S21,4,415,Sea,0.7198200871098634,0.875669391288616,878,251,40,1
O5716,S26,4,539,Sea,0.08984801220591543,0.9880085647110082,835,352,29,0
O5717,S45,3,1341,Road,0.592433906892094,0.23046027442272865,466,96,40,1
O5718,S2,5,1702,Road,0.35169452957205793,0.3236720704132118,358,189,30,0
O5719,S6,3,655,Sea,0.6058995538482231,0.5474912180412298,540,144,36,0
O5720,S9,4,371,Road,0.008079656752205566,0.9622205485097062,635,422,22,0
O5721,S47,3,371,Sea,0.25167590031220466,0.020404272773736798,921,143,20,0
O5722,S34,5,286,Air,0.31475221941759857,0.599986312843335,614,89,19,0
O5723,S12,5,1442,Road,0.10264116027578996,0.33297851696774794,295,120,25,0
O5724,S36,4,1669,Sea,0.12771713378975968,0.07114570259061204,933,188,28,0
O5725,S42,3,361,Sea,0.22861868229515236,0.11886577476036952,483,163,21,0
O5726,S7,2,996,Sea,0.3300115319092686,0.6521070634896886,428,379,48,1
O5727,S12,5,1077,Air,0.08129300121453542,0.6021407669697955,719,187,22,0
O5728,S29,4,276,Air,0.890996490797433,0.04343578961971628,852,264,35,0
O5729,S40,3,556,Sea,0.9168344245980989,0.8128009568447264,579,410,47,1
O5730,S24,3,1109,Sea,0.2206767824975434,0.7140356109042557,109,468,55,1
O5731,S40,3,174,Road,0.48704649704937975,0.2212633607236597,68,311,38,1
O5732,S9,4,846,Air,0.8121181579256248,0.11739821905352477,356,304,43,1
O5733,S9,4,893,Road,0.3263034346964674,0.7969312280873889,349,406,48,1
O5734,S21,4,887,Road,0.5684530950057815,0.3134294552384189,883,311,30,0
O5735,S12,5,288,Air,0.6626835234147677,0.27723996982606525,832,261,32,0
O5736,S27,3,1174,Sea,0.719034710003334,0.48128484208217404,929,427,46,1
O5737,S26,4,306,Sea,0.7215147054999781,0.3020313651212647,273,359,44,0
O5738,S36,4,1277,Road,0.3237248407191087,0.7251181126103782,315,310,39,1
O5739,S17,3,721,Road,0.0004192735663199887,0.2592734276005374,679,300,14,0
O5740,S38,2,1823,Road,0.09142790254961419,0.9047819150680487,198,89,50,1
O5741,S8,5,1391,Road,0.5499291755414739,0.9533381574170929,68,420,60,1
O5742,S21,4,1651,Road,0.41929679865436675,0.7561193592495689,46,206,56,1
O5743,S37,3,847,Sea,0.8716615417033912,0.7748096823585607,592,297,54,1
O5744,S27,3,1492,Air,0.4708849092659412,0.243835263692179,769,281,38,0
O5745,S42,3,748,Road,0.44267717546374674,0.9959174104177692,194,265,51,1
O5746,S18,3,984,Road,0.730345224953564,0.1844486840548748,57,184,50,1
O5747,S15,3,1939,Air,0.9343343627469123,0.5966010967714679,458,321,66,1
O5748,S50,3,194,Sea,0.8533490819776357,0.9920098757464838,522,384,49,1
O5749,S42,3,607,Sea,0.3009966463084368,0.4034475546377678,357,457,43,1
O5750,S42,3,303,Air,0.6345496094111046,0.6719293919145041,548,438,46,1
O5751,S18,3,1163,Air,0.8807269887582343,0.44823350058500677,900,115,55,1
O5752,S37,3,1091,Air,0.5960646578137175,0.8556235674803551,910,269,45,1
O5753,S32,3,269,Sea,0.7637423163698559,0.46167176535684207,475,277,38,0
O5754,S32,3,1573,Air,0.7270073557665176,0.5696072821626477,593,285,61,1
O5755,S26,4,1370,Road,0.41537067270950867,0.18297389607976378,578,431,31,0
O5756,S21,4,1494,Sea,0.2026490901494321,0.5750046058109013,821,147,39,0
O5757,S21,4,1280,Sea,0.6129899020976397,0.6156465812369307,765,175,48,1
O5758,S11,1,1235,Road,0.2876845914060422,0.360911208800888,340,389,67,1
O5759,S11,1,641,Air,0.5614539709106606,0.6663616163205895,694,234,48,1
O5760,S46,4,693,Air,0.6260954025891281,0.359795326426405,670,461,35,0
O5761,S1,3,382,Road,0.16415046180988524,0.09596306582466341,553,228,15,0
O5762,S30,1,367,Sea,0.9611682671268379,0.009920975980181157,133,420,64,1
O5763,S45,3,978,Air,0.08709310498914868,0.6611874076097755,622,312,31,0
O5764,S34,5,1722,Sea,0.14446647708731264,0.7496915867051623,446,361,38,0
O5765,S25,3,1757,Sea,0.9770697950849613,0.7966716079660329,804,399,63,1
O5766,S5,3,1744,Sea,0.5791634836720144,0.876206325910401,705,80,57,1
O5767,S7,2,1218,Air,0.31132700036298055,0.6261567316375396,87,380,64,1
O5768,S7,2,125,Road,0.10468746557354525,0.5929208055554009,538,480,30,0
O5769,S2,5,269,Sea,0.5050424560469502,0.39930995896241017,146,251,39,0
O5770,S6,3,1407,Sea,0.5298762577384789,0.89878092959651,724,466,56,1
O5771,S25,3,626,Air,0.8794392075299654,0.31223551043828957,195,498,60,1
O5772,S46,4,1070,Road,0.5436629728067635,0.13136236103329846,358,102,26,0
O5773,S1,3,836,Road,0.2873879568742359,0.827150196345263,286,427,53,1
O5774,S15,3,288,Sea,0.6030596177331414,0.4810260493490257,987,103,35,0
O5775,S47,3,823,Air,0.13326486100909507,0.05025388347490478,990,272,21,0
O5776,S35,5,899,Sea,0.052286310263345404,0.010203190155324449,460,77,16,0
O5777,S43,1,689,Road,0.28629349060706744,0.619376947292441,67,460,56,1
O5778,S18,3,1743,Road,0.1780197179441264,0.26517656013628343,370,293,33,0
O5779,S4,4,1246,Air,0.8646547201474848,0.17407161318801434,804,295,52,1
O5780,S1,3,1229,Sea,0.39629616018671276,0.2863202280729269,244,55,43,1
O5781,S19,3,1112,Road,0.32272048273332765,0.1604587648763548,826,151,27,0
O5782,S5,3,536,Road,0.6945014069370858,0.5214507155057593,28,138,48,1
O5783,S30,1,915,Air,0.09973499012941478,0.3276800459548299,261,358,55,1
O5784,S19,3,611,Road,0.9676392535428494,0.4946672226599643,810,200,38,0
O5785,S49,3,345,Air,0.4142528263656696,0.8909754598675881,415,390,34,0
O5786,S11,1,866,Road,0.19489104974564941,0.8496046193678245,147,313,67,1
O5787,S32,3,1735,Sea,0.8453535487550885,0.3062459178990151,712,142,52,1
O5788,S49,3,1502,Sea,0.8128070256512147,0.3144444773000705,928,267,51,1
O5789,S13,4,184,Sea,0.13378918296027797,0.6350434834489972,4,407,39,1
O5790,S2,5,359,Air,0.04630499262202459,0.011828649612255937,770,200,3,0
O5791,S31,4,844,Road,0.5015932992095482,0.7739585723183726,252,55,36,1
O5792,S12,5,1377,Road,0.9271421328924989,0.07929710856420524,637,275,37,1
O5793,S21,4,1768,Road,0.8759765781302048,0.7340184655479371,190,201,65,1
O5794,S2,5,1635,Road,0.0418258291124336,0.34270095297357916,297,215,24,0
O5795,S11,1,633,Road,0.374635579069288,0.7036106879309453,981,267,45,1
O5796,S14,3,820,Road,0.9514776689814117,0.07127478966659972,15,156,53,1
O5797,S45,3,844,Road,0.7574296587455841,0.0010415241432377709,227,385,48,1
O5798,S38,2,387,Road,0.5176297372217563,0.942711119432787,257,362,59,1
O5799,S12,5,867,Road,0.2009353728644796,0.694160393761656,839,266,27,0
O5800,S13,4,197,Air,0.7403273866343189,0.19041782223675607,356,325,35,0
O5801,S7,2,70,Road,0.14895023631946203,0.08274498417241105,146,218,36,1
O5802,S6,3,246,Sea,0.1174069269915694,0.7265021519361293,747,300,30,0
O5803,S3,4,1266,Road,0.4008880252736895,0.89635471204616,315,381,59,1
O5804,S34,5,1639,Sea,0.6670254377062705,0.04249704213582428,602,492,36,1
O5805,S45,3,1350,Sea,0.415898043273388,0.22699819443772373,116,470,57,1
O5806,S20,3,349,Road,0.6975993579260288,0.34301020488657175,353,253,30,0
O5807,S47,3,1873,Sea,0.8777648719752745,0.9143641471020686,798,369,64,1
O5808,S17,3,1352,Road,0.11665825124868001,0.42354127442229983,835,142,34,0
O5809,S42,3,85,Air,0.8983993584427208,0.1291723164084,920,185,42,1
O5810,S20,3,754,Air,0.693224064059804,0.29817435502161815,771,250,41,1
O5811,S20,3,693,Sea,0.24587573806437468,0.8924791586405028,57,75,50,1
O5812,S32,3,1665,Sea,0.998974997391502,0.9472448575564528,821,185,67,1
O5813,S43,1,1349,Air,0.987384607937646,0.8040925190198835,413,75,86,1
O5814,S28,3,847,Road,0.28835874485525337,0.6623282338273572,463,194,35,0
O5815,S29,4,904,Sea,0.9521631383171242,0.6224021075639028,519,210,48,1
O5816,S23,3,1851,Sea,0.62494411072158,0.7391729733322684,109,64,55,1
O5817,S15,3,486,Sea,0.2995903283247212,0.038269825402932445,930,388,21,0
O5818,S13,4,316,Road,0.08912120872125373,0.24876180341617538,787,354,11,0
O5819,S12,5,1275,Sea,0.12971792340416255,0.5451933017196523,142,452,49,1
O5820,S14,3,1118,Road,0.5767971297047734,0.47131717910758575,644,467,38,1
O5821,S7,2,1512,Road,0.023857423542679945,0.5910342404004357,795,446,43,1
O5822,S33,2,801,Sea,0.9534940695090368,0.9316083515807136,27,103,81,1
O5823,S41,2,653,Road,0.06368879846604902,0.7826152468673085,693,455,32,0
O5824,S4,4,1129,Sea,0.95272439618562,0.9363972745159798,672,230,53,1
O5825,S36,4,1351,Road,0.6899063712737247,0.3989708601635754,565,475,40,0
O5826,S35,5,455,Road,0.22510713649885417,0.4171619423746593,922,106,14,0
O5827,S12,5,185,Sea,0.9737313985811404,0.5895465274683462,411,380,37,0
O5828,S21,4,1466,Air,0.2764170845737287,0.2721463206836534,444,140,30,0
O5829,S5,3,1702,Road,0.6514294288300612,0.2935403748788702,760,120,43,0
O5830,S35,5,1694,Sea,0.8546735655098844,0.7616717450524869,301,72,53,1
O5831,S26,4,1704,Sea,0.333752016503018,0.21932339749274177,64,429,50,1
O5832,S42,3,1040,Road,0.9864366874797335,0.5836691416078853,369,336,48,1
O5833,S34,5,359,Road,0.857984419840123,0.2592355044843029,205,301,39,0
O5834,S19,3,1123,Road,0.4762179868286789,0.731572509289513,188,124,40,1
O5835,S36,4,770,Road,0.7627082316725582,0.3792787933278745,620,140,27,0
O5836,S29,4,1923,Road,0.9804173517111355,0.7644626621357996,537,73,53,1
O5837,S31,4,1054,Sea,0.4411404777258565,0.14215466770035645,684,113,29,0
O5838,S21,4,661,Air,0.7931549329600832,0.7931076729450193,948,380,47,1
O5839,S45,3,1208,Air,0.12103108371872162,0.6333655644336932,659,350,38,0
O5840,S44,5,1756,Air,0.8970781752352891,0.9246694685637016,414,299,64,1
O5841,S35,5,488,Road,0.08064492448163285,0.8418234056050045,883,446,19,0
O5842,S34,5,327,Road,0.20322330000363764,0.5243022352959466,232,153,16,0
O5843,S15,3,1945,Air,0.09362509017514986,0.1790523383537984,470,490,45,1
O5844,S30,1,389,Sea,0.0876196502628086,0.3874113847542999,786,180,38,0
O5845,S9,4,1128,Road,0.8935382269835568,0.37762870975247,758,125,37,1
O5846,S21,4,1228,Sea,0.46665356452796103,0.20437302477070352,959,292,38,1
O5847,S34,5,332,Sea,0.3925563490374494,0.6925245212396565,936,110,27,0
O5848,S25,3,1982,Air,0.7251677763434276,0.813485910453286,963,214,66,1
O5849,S50,3,1791,Road,0.2958674449678079,0.7338834122141644,955,222,44,1
O5850,S36,4,389,Air,0.31030733834318547,0.9830414558298848,822,274,28,0
O5851,S36,4,1475,Air,0.18632478582606615,0.9487026480752889,472,324,40,1
O5852,S44,5,274,Road,0.3691169411082984,0.15962445213189724,161,248,27,0
O5853,S11,1,984,Road,0.5991756420358163,0.8886870318040837,184,118,60,1
O5854,S16,3,1590,Sea,0.21739262429615436,0.8964361870897241,988,90,50,1
O5855,S38,2,388,Road,0.7713689601121211,0.19178467734956717,849,207,36,0
O5856,S7,2,465,Air,0.1317738608108221,0.49671850588941613,50,308,44,1
O5857,S7,2,705,Sea,0.9515115837983632,0.1067718127233559,257,442,58,1
O5858,S23,3,849,Sea,0.8906268996469053,0.424205141050391,223,307,63,1
O5859,S4,4,1780,Air,0.8567092318190986,0.4861758342143677,467,212,57,1
O5860,S33,2,664,Road,0.1667076540329847,0.6733170161716442,626,265,32,1
O5861,S48,3,1663,Air,0.7570577700371408,0.5027049405714106,293,222,61,1
O5862,S33,2,1505,Sea,0.025341841394292075,0.4332504489498049,474,83,45,0
O5863,S12,5,837,Air,0.13692059253472377,0.08113496345639137,583,474,14,0
O5864,S15,3,1127,Road,0.6625643744433874,0.7020958790677886,116,97,43,1
O5865,S42,3,1767,Sea,0.9359391816566301,0.7266872346213676,933,248,61,1
O5866,S14,3,1019,Road,0.6381358281481799,0.509289505284767,433,206,39,0
O5867,S22,2,1472,Air,0.008555226631765667,0.196960578373913,474,300,36,0
O5868,S38,2,326,Road,0.0494175861802002,0.8707758862459853,506,371,34,1
O5869,S47,3,56,Road,0.8581557046815543,0.7498503114977609,294,435,55,1
O5870,S14,3,1656,Air,0.45870918695505813,0.8069221106598706,68,351,63,1
O5871,S8,5,1152,Road,0.3405690994219813,0.8816249376641233,742,153,33,1
O5872,S38,2,1990,Sea,0.556696230856652,0.7621975633444047,817,67,62,1
O5873,S39,4,1702,Sea,0.9765494496172905,0.07351214596259936,299,354,60,1
O5874,S37,3,203,Road,0.33602488226164495,0.4016657830345063,446,266,23,0
O5875,S48,3,1266,Road,0.10251113662437472,0.43228487112957836,696,175,34,0
O5876,S31,4,877,Road,0.4925654797494716,0.3038342004024628,476,172,28,0
O5877,S16,3,1540,Sea,0.4716801017844454,0.8403606765446174,536,122,54,1
O5878,S24,3,1043,Road,0.48094704696087176,0.68242749946122,32,212,54,1
O5879,S48,3,1485,Sea,0.29007140570539935,0.6307386959914754,531,331,47,1
O5880,S17,3,945,Sea,0.5728196926759415,0.1477888204008424,918,451,37,1
O5881,S29,4,415,Air,0.4884404640306109,0.3797811013581319,585,421,21,0
O5882,S14,3,834,Air,0.029459562683478047,0.2248797379550751,544,469,22,0
O5883,S3,4,1253,Road,0.4121326090516936,0.28029727541832383,347,355,48,1
O5884,S9,4,1690,Air,0.28506541520368933,0.9630005674531019,203,71,43,1
O5885,S1,3,1640,Sea,0.6353593518946105,0.471513530737365,325,447,66,1
O5886,S40,3,356,Road,0.600066314450359,0.1483290607688953,900,344,24,0
O5887,S47,3,1904,Sea,0.34403360991846144,0.24103210350551785,965,186,41,0
O5888,S42,3,1937,Sea,0.3525923568603566,0.46973160864484564,276,410,60,1
O5889,S32,3,393,Road,0.6186698418573876,0.9620694356476533,400,72,39,0
O5890,S13,4,1391,Sea,0.4015441541985214,0.38796939721381285,946,211,40,1
O5891,S42,3,401,Air,0.059046053464622994,0.43211910662758823,364,386,33,0
O5892,S12,5,52,Air,0.5737540937987529,0.9247184339737663,290,212,30,0
O5893,S48,3,1244,Sea,0.9771821327871559,0.6858229403956153,609,490,61,1
O5894,S15,3,190,Air,0.4656548802332281,0.9778952627539883,361,225,36,0
O5895,S34,5,127,Sea,0.7237299660975118,0.8110217303384362,249,376,51,1
O5896,S7,2,1295,Road,0.37583752769734746,0.7910907974603112,528,254,54,1
O5897,S16,3,230,Air,0.5094734946044815,0.396143023861243,178,348,42,0
O5898,S50,3,753,Road,0.9198790595512393,0.6600245743490212,740,439,40,1
O5899,S2,5,163,Sea,0.9849133034559272,0.5605740278954177,316,227,37,0
O5900,S31,4,116,Road,0.7958752553064672,0.8835796619120729,224,497,51,1
O5901,S8,5,1477,Air,0.8681457684483657,0.8898131123771115,803,486,62,1
O5902,S35,5,1447,Sea,0.32523686650151884,0.866154170021553,794,125,44,1
O5903,S43,1,1366,Sea,0.6233170752240752,0.031155650068436236,419,298,58,1
O5904,S4,4,570,Sea,0.5929947164618022,0.5287684743569502,150,185,46,1
O5905,S32,3,1118,Air,0.24797810870197268,0.40775482749027625,785,195,30,0
O5906,S26,4,1830,Road,0.8881044613324252,0.3934519499120822,798,299,44,1
O5907,S17,3,1151,Sea,0.694596370933374,0.8273752363974022,194,492,66,1
O5908,S30,1,711,Air,0.9282114201045516,0.20075101932492356,674,462,59,1
O5909,S6,3,1027,Road,0.7568768351197576,0.3447213065185909,588,130,39,0
O5910,S1,3,1015,Air,0.4720388098101139,0.842673762903812,809,289,42,1
O5911,S50,3,1485,Road,0.563519234886496,0.8019630474308534,274,335,65,1
O5912,S39,4,1496,Air,0.8517178379103179,0.6854082002856667,947,261,61,1
O5913,S45,3,1612,Sea,0.6508982104508441,0.7476660792814368,910,327,56,1
O5914,S35,5,1871,Road,0.2417020184849591,0.7378396473909826,811,397,35,1
O5915,S27,3,1248,Road,0.9250885875852849,0.23172707947311266,129,230,62,1
O5916,S31,4,1454,Sea,0.4213217007506055,0.6581706064706965,976,337,45,1
O5917,S19,3,434,Sea,0.022867868363179222,0.27891488350861193,178,457,35,0
O5918,S10,4,57,Road,0.7250771538430346,0.8601211008529189,455,175,34,1
O5919,S14,3,471,Sea,0.5643222723062309,0.9598761830764573,905,225,43,0
O5920,S48,3,1883,Sea,0.9023519029297685,0.18256735020168857,96,66,51,1
O5921,S30,1,1265,Road,0.7484735946197523,0.8805425055321844,351,55,70,1
O5922,S4,4,1984,Road,0.7507476780983836,0.9309531348545147,679,422,51,1
O5923,S42,3,1586,Sea,0.6899645187386075,0.37221102129667516,48,297,65,1
O5924,S48,3,1761,Road,0.19356425233026398,0.7046224437671671,125,103,41,1
O5925,S44,5,200,Sea,0.9223575105965466,0.10280752693098238,865,200,27,0
O5926,S1,3,1790,Road,0.17047103791544982,0.23692396550809314,789,419,32,0
O5927,S18,3,821,Road,0.34307241893222407,0.7179515822286524,655,104,37,1
O5928,S31,4,1002,Sea,0.7155762035189437,0.06818859985001868,699,498,33,0
O5929,S15,3,1772,Road,0.06638436666570335,0.3754320879978944,460,288,33,0
O5930,S34,5,830,Road,0.47056234236955086,0.6555857564644232,532,376,31,0
O5931,S29,4,1742,Sea,0.32156538438784854,0.3570274048877421,749,405,37,1
